channel,content,date,title,url
companies,7月17日凌晨，社交电商拼多多更新招股书。招股书显示，拼多多将在纳斯达克申请挂牌，股票代码“PDD”，承销商为高盛、瑞信、中金和华兴资本，受托银行为德意志银行。 拼多多计划发行8560万股美国存托股票（ADS，每ADS代表4股A类普通股），此外还有1284万ADS供承销商超额配售。ADS定价区间为16美元至19美元，最高拟融资18.7亿美元。如果超额发行，拼多多的总流通股本约为44.825亿普通股。以此计算，拼多多的流通市值在179亿美元—213亿美元之间。发行此轮若以最高每ADS 19美元的超额发行计算，其挂牌后市值将达到240亿美元。,2018/7/17,拼多多将纳斯达克挂牌 定价市值最高240亿美元,http://companies.caixin.com/2018-07-17/101305011.html
companies,苹果iCloud云存储落地贵州后牵手中国电信 据财新，iCloud中国内地业务将采用中国电信天翼云的云存储服务。6月底，中国电信天翼云与云上贵州大数据产业发展有限公司签署《基础设施协议》，向iCloud在中国内地业务提供云存储服务。电信方面未透露具体的合作规模，但财新记者了解，该项目体量和规模非常大。 拼多多拟最高融资18.7亿美元 中国移动电商平台拼多多于7月17日凌晨向美国证券交易委员会（SEC）更新了此前提交的招股书，拼多多将以每股16美元至19美元的价格发行8560万股美国存托股票（ADS），超额配售1284万股，最高拟融资18.7亿美元，其中腾讯、红杉资本拟各增持2.5亿美元。招股书还显示，截止今年二季度末的12个月间拼多多网站成交金额（GMV）达2621亿元，活跃买家数达3.44亿。,2018/7/17,T早报｜华为否认要求员工在美盗窃商业机密；饿了么欲融资至少20亿美元；拼多多拟最高融资18.7亿美元,http://companies.caixin.com/2018-07-17/101304965.html
companies,因员工被控窃取商业机密，小鹏汽车身陷质疑声中。7月12日，小鹏汽车董事长何小鹏向财新记者回应称，涉事员工行为与小鹏汽车无关，窃密案不会影响公司的技术研发工作。 涉事员工张晓浪在入职小鹏汽车之前，曾在苹果公司无人驾驶部门工作。苹果对自己的汽车项目一直讳莫如深，张晓浪案折射出苹果公司保护知识产权的意志。 “我们有多名员工来自苹果公司，张晓浪只是其中之一，入职小鹏汽车才一个多月。”何小鹏说，“对他窃取苹果公司商业机密的行为，我们事先并不知情。”,2018/7/13,何小鹏：窃密案不会影响小鹏汽车技术研发,http://companies.caixin.com/2018-07-13/101302625.html
companies,美国司法部就AT&T收购时代华纳上诉 据CNBC，美国司法部将上诉反对AT&T收购时代华纳。美国联邦地区法院在6月做出裁定，美国司法部未能证明AT&T的收购将减少消费者的选择，或提高电视和互联网服务的价格，无条件批准AT&T推进收购。美国司法部去年11月针对AT&T的收购起诉，认为此交易将涉嫌垄断，并将抑制媒体创新。2016年10月，AT&T宣布854亿美元收购时代华纳。 老虎环球基金10亿美元入股软银 据路透，美国对冲基金老虎环球（Tiger Global）已向软银集团投资了超过10亿美元。其认为软银的价值在被低估，软银持有的阿里巴巴股份在过去几年间大幅升值，但软银的股价在过去5年并没有显著上涨。,2018/7/13,T早报|松下欲和特斯拉就中国工厂展开合作；马云出任联合国数字合作小组联合主席；老虎环球基金10亿美元入股软银,http://companies.caixin.com/2018-07-13/101301616.html
science,"国际环境调查组织在中国发现多个氟利昂“偷排者”，而中国10省共18家公司公开承认使用了氟利昂-11（CFC-11）。多位被访企业员工还称，氟利昂在中国泡沫行业使用广泛，99%的厂家都在使用。 2018年6月起，为确认此前一项研究揭示的东亚氟利昂显著排放现象，英国国际环境调查机构（Environmental Investigation Agency, EIA）通过互联网电商搜索及实地调查发现，由于价格便宜、发泡效果好、监管松，中国聚氨酯（PU）行业正广泛生产、使用氟利昂-11，部分原料及制成品还被出口。EIA估计，2012-2017年间，中国每年排放的氟利昂-11达1万－1.2万吨规模。7月8日，其调查报告正式发布。",2018/7/12,EIA报告：“臭氧杀手”偷排者在中国 18家企业已承认,http://science.caixin.com/2018-07-12/101301147.html
companies,小鹏汽车员工张晓浪曾在苹果公司任职，他因涉嫌窃取商业机密，被美国检察官起诉。张晓浪是小鹏汽车在美国的研发人员，于2018年5月入职。7月11日，小鹏汽车联合创始人兼总裁夏珩向财新记者确认上述信息。他还表示，张晓浪并非技术主管人员，只是普通员工。 英国《金融时报》7月11日报道称，6月27日，美国联邦调查局（下称FBI）前往张晓浪家中搜查，并对其展开质询。张晓浪承认，离职前，他曾频繁访问苹果公司机密数据库，并将无人驾驶技术文件传至妻子的笔记本电脑。7月7日，张晓浪在准备飞往中国前被FBI拘捕。,2018/7/11,小鹏汽车回应员工窃密案  涉事者系普通员工,http://companies.caixin.com/2018-07-11/101300115.html
companies,伴随微信小程序各类功能接口和组件开放，微信正在全面迈向系统级生态。7月11日，微信团队披露了小程序成绩单：已上线小程序100多万，有超过150万的开发者、5000个第三方开发平台。 今年1月15日，微信团队在微信公开课上披露的数据：已上线小程序数量58万，开发者超过100万，第三方平台数量达到2300家。半年过去，小程序的数量翻番，覆盖政务民生、零售、交通出行、金融、旅游、酒店、餐饮等行业。,2018/7/11,特稿|微信小程序发成绩单 张小龙做系统级生态有哪些动作？,http://companies.caixin.com/2018-07-11/101300075.html
companies,7月10日，在中国联合网络通信集团有限公司（下称中国联通）工作近11年的总经理陆益民，轮岗转任中国通用技术（集团）控股有限责任公司（下称中国通用）总经理一职。 陆益民出生于1964年1月（现年54岁），研究员级高级工程师，1985年毕业于上海交通大学计算机科学技术专业，2001年获得美国哈佛大学肯尼迪政府学院公共管理专业硕士。早年在中共中央办公厅秘书局工作，历任信息处理室副主任、主任、专职副局级秘书，至2005年任专职正局级秘书。 2007年，陆益民始入电信行业，同年12月进入中国网络通信集团公司（中国网通），后任党组副书记。2008年电信行业重组之中，中国网通与中国联合通信有限公司（原中国联通）重组合并，成立中国联通。2009年1月，两公司合并正式完成，陆益民被任命为中国联通总经理，后又出任集团副董事长、党组副书记。,2018/7/10,中国联通总经理陆益民平调转任中国通用总经理,http://companies.caixin.com/2018-07-10/101298137.html
opinion,任何一个新金融时代的开启，一定伴随着金融监管体系的革新，这次也不例外。 从监管机构来看，“一行三会+部级协调”整合为新的“一委一行两会”。国务院成立副国级的金融稳定发展委员会，分管金融的副总理亲自兼任主任，填补中央协调机构的空白。央行打破惯例，分设行长和党委书记，易纲以行长身份兼党委副书记，郭树清以党委书记身份兼任副行长。银监会和保监会整合为银保监会，郭树清继续留任，打通央行的宏观审慎和银保监的微观监管。证监会相对调整较小，主要监管直接融资市场。,2018/7/10,新金融监管对企业投融资的十大影响,http://opinion.caixin.com/2018-07-10/101298007.html
companies,停牌六年后，大庆乳业（01007.HK）通过反向收购内地连锁食肆“小辉哥火锅”经营商等六项措施，完成香港联交所提出复牌条件，于7月6日复牌交易。 7月6日，大庆乳业开报0.61港元，较停牌价2.817港元低78.3%，最终收报0.29港元，较停牌价跌89.7%。大庆乳业于2012年3月22日开始停牌至2018年7月5日。 大庆乳业停牌事件要追溯到2012年3月21日。当日，德勤会计师事务所以公司采购交易存在舞弊、销售单据疑似造假、质疑几项交易的有效性及商业实质等原因，辞任大庆乳业核数师一职，大庆乳业于第二日开始停牌。同年11月6日，香港联交所向大庆乳业下发函件并提出包括就德勤所提出的几项疑虑展开法律调查、告知市场相关事项的所有资料等复牌条件。2013年1月，公司公告称因位于大庆市的办公楼的暖气管因天气极寒和管道老化原因出现爆裂现象，导致集团财务、物流、行政和工程部办公室内的办公设备、电脑及文件遭到广泛破坏。,2018/7/7,“老千股”大庆乳业重生记,http://companies.caixin.com/2018-07-07/101295754.html
finance,在完成募集近三周后，六只战略配售基金终于获得证监会的备案确认，并将于7月7日公告成立。届时市场也可以了解这六只专门为支持新经济企业回归而紧急募集的公募基金具体规模。 此前监管一直超常规推进新经济企业（市场称其为“独角兽”）在境内市场发行CDR（中国存托凭证）或直接IPO。为了准备相应承接资金参加“独角兽”的战略配售，监管部门还动员募集了上述六只基金，因此市场也称其为“独角兽基金”。 5月29日，华夏、南方等六家基金公司同时向中国证监会提交战略配售基金申请材料，6月6日证监会即下发批文准予发行；6月11日至18日面向个人投资者和机构发行，整个过程历仅20天。,2018/7/7,CDR发行押后 战略配售基金如何应对,http://finance.caixin.com/2018-07-07/101295686.html
companies,在美团收购摩拜三个月后，双方具体合作方案终于出台。7月5日，摩拜官方宣布即日起全面接入美团App，并在全国范围内推行无门槛免押。同日还正式发布摩拜首款助力车，推出车辆回收管理方案。 今年4月4日，美团27亿美元收购摩拜尘埃落定之后，双方具体合作方案始终悬而未决，直至今晨终见端倪。经财新记者确认，摩拜已上线美团App首页次级入口，与打车和民宿等服务同列。目前，美团首页还有摩拜联合微信支付推出的骑行红包等推广。 双方合作主要体现在流量的互相接入上。发布会现场，摩拜副总裁李彧岑还展示了双方未来的合作拼图，摩拜城市即将上线的城市骑行地图将成为双方合作的第一个具体场景，该骑行路线将接入美团线下攻略，串联单车游览和商铺推荐，摩拜将因此成为美团商家一个新的导流渠道。,2018/7/5,摩拜对垒ofo恢复押金策略 无门槛免押推至全国,http://companies.caixin.com/2018-07-05/101293555.html
opinion,“贸易”是基于和平的交换，“战”则是涉及暴力的冲突。正因为如此，“贸易战”一词属于一种不可能的组合，是一个矛盾体，是“圆的方”，“方的圆”。所谓的“贸易战”，其实是指涉“反贸易战”。不过，既然大家用惯了，就约定俗成，暂且继续用“贸易战”这一表述吧。 美国总统特朗普在北京时间2018年3月9日签署钢铁和铝关税公告，对进口钢铁征收25%的关税，对进口铝产品征收10%的关税。他又在2018年6月15日宣布对来自中国的500亿美元进口产品加征25%的关税，其中包括“中国制造2025”中包含的、“对中国未来经济增长有利却将损害美国和许多其他国家经济增长的新兴高科技产品”。而中国国务院关税税则委员会则于16日决定对原产于美国的659项约500亿美元进口商品加征25%的关税，以此做出报复和反制。6月18日，特朗普又宣布，将另外针对价值2000亿的中国商品加征10%的额外关税；如果中国政府再反击，美国会再另外追加2000亿美元的额外关税。,2018/7/5,中美贸易战的经济分析,http://opinion.caixin.com/2018-07-05/101293144.html
companies,百度多条业务线有新进展。7月4日，在百度AI（人工智能）开发者大会上，百度董事长李彦宏宣布，第100辆L4级自动驾驶巴士“阿波龙”量产下线。该车由百度和金龙客车合作打造，车内没有方向盘、油门和刹车踏板。百度在去年的大会上公布了生产时间表。李彦宏称，造车和写PPT不一样，造车经常会有延迟交付，但是今天百度顺利实现量产。 对于自动驾驶汽车量产的概念还没有清晰界定，按照此前传统汽车通常的定义，100辆的规模还不能称之为量产，仍属于小批量工程样车。,2018/7/4,AI·出行|百度无人驾驶巴士下线 李彦宏称造车与做PPT不同,http://companies.caixin.com/2018-07-04/101292170.html
companies,美商务部对中兴通讯暂时部分解禁 美国商务部发布公告，暂时、部分解除对中兴通讯公司的出口禁售令。自公告发布日起至8月1日，在有限条件下解除对中兴通讯公司的出口禁令。美国商务部表示，对中兴通讯的7年禁售令并未正式取消。这份公告的授权对象是已经与中兴通讯开展业务的公司，期限一个月。这些公司销售给中兴通讯的产品必须用于以下方面：一是支持现有网络和设备的持续运行，二是支持现有的手机，三是用于网络安全研究和漏洞披露。同时还需要满足交易资金必须在美国商务部授权的机构间转移。 银鸽投资重金入股生物药企 回复上交所问询,2018/7/4,T早报|美商务部对中兴通讯暂时部分解禁；长和190亿元买断意大利电信巨头股份,http://companies.caixin.com/2018-07-04/101291653.html
companies,7月3日，华人文化集团公司（CMC Inc. 下称华人文化）宣布完成近100亿人民币A轮融资，投后估值近400亿人民币。本轮融资由万科集团与两家创始股东阿里巴巴集团、腾讯集团领投，招银国际资本及国际金融集团跟投。 对于此次融资，华人文化创始人、董事长、CEO黎瑞刚表示，“伴随技术颠覆驱动着内容消费形态的不断演进，全球的媒体与娱乐行业正在发生着新一轮的调整和变革。华人文化始终秉承对品质内容和创新技术的信仰，在内容与平台、线上与线下、境内与境外推进战略布局和运营，在获得新老股东的鼎力支持下，将继续朝着战略愿景勉力迈进。”,2018/7/3,华人文化A轮融资近100亿元 万科阿里腾讯领投,http://companies.caixin.com/2018-07-03/101291230.html
finance,数据看点】 联想控股117亿元收购卢森堡国际银行 2018年7月2日，联想控股宣布已收购卢森堡国际银行（BIL）89.936%的股权。收购完成后，BIL将成为联想控股的支柱型资产。联想控股表示，将保持银行现有的治理架构及管理团队，并为其提供资本及运营支持，支持其在卢森堡、欧洲及全球范围内的发展。 联想控股股份有限公司 华人文化集团获100亿A轮融资，投后估值近400亿 2018年7月3日中国传媒与娱乐产业集团“华人文化集团公司”宣布完成近100亿人民币A轮融资，投后估值近400亿人民币。新一轮融资由新股东万科集团，与两家创始股东阿里巴巴、腾讯领投，招银国际资本及其他国际金融集团跟投。 今日（7月3日）盘面上，多数板块上涨，国防军工领跌，计算机、通信、非银金融、电子涨幅居前。上涨板块中，西水股份（600291.SH）、梅泰诺（300038.SZ）市盈率较低。 上海银行间同业拆放利率：隔夜Shibor跌9.9基点，报2.42%；7天Shibor跌6.1基点，报2.719%；1个月Shibor跌12.16基点，报3.88%。 以色列卫星通讯技术公司 敏感舆情指数榜单 本指数榜单面向所有A股上市公司，用于表征上市公司舆情敏感度的高低，每日开盘前更新。本榜单基于大数据技术自动计算和生成，不代表财新数据观点。（点击图片查看全榜）  资讯看点】 上半年A股IPO数量骤降74% 陆港两地新股回报差距悬殊 受新兴行业新股上市后良好表现影响，A股新股追捧热度再度回升，5月平均涨停天数升至13天；与此形成鲜明对比的是，平安好医生等新经济公司在港上市后破发潮一波未平，一波又起，新股破发率髙达70.3% 彭博：上半年违约飙升中国迈向最大违约年 中诚信、大公和联合资信上半年的评级升比例均创下或接近历史最低水平 特斯拉Model3产能达标：周产量达5000辆 根据上周日（7月1日）特斯拉员工收到的一封电子邮件内容，埃隆•马斯克宣布特斯拉达成了一周生产5000辆Model 3 的目标 特朗普要求沙特增产石油 以缓解价格压力 美国总统特朗普周六（6月30日）的一条推特让位于高位的原油价格小幅下跌。特朗普称，为了补充伊朗和委内瑞拉石油短缺，正在请求沙特国王增加石油产量，最高增幅为每天200万桶，“石油价格太高了！他同意了！” 中企全球动态：海航终止收购澳大利亚AHG冷链物流业务 AHG认为；终止收购的原因可能是FIRB审批和海航资金流动性问题 中企全球动态：联想控股完成收购卢森堡银行近90%股权 交易对价约15.34亿欧元，收购主体为联想控股旗下香港越跃有限公司。交易完成后，持有BIL剰余股份的卢森堡大公国政府获得越跃授予的认沾期权 “数据+”】 数据通是财新中文最高阅读权限产品，权益包括财新通，专业金融数据库“数据+”，还能提前阅读每期《财新周刊》、财新网部分精选报道。 用户直订数据通1998元，财新通用户升级数据通1698元。,2018/7/3,华人文化集团获100亿A轮融资 以色列卫星通讯技术公司|每日数据精华,http://finance.caixin.com/2018-07-03/101291073.html
